<<<<<<< HEAD
Date,Description,Amount,Type
2023-02-16,Rent 6600,3845.44,Debit
2023-08-26,Uber 9301,705.28,Debit
2023-12-31,Zomato 3509,1547.23,Debit
2023-07-23,Rent 6569,1413.05,Debit
2022-03-07,Gym 5455,1868.15,Debit
2023-08-16,Electricity 1847,3542.3,Credit
2022-02-20,Salary 7876,3589.6,Credit
2023-11-01,Rent 6543,2498.83,Debit
2023-05-06,Flipkart 3486,1127.59,Credit
2023-09-08,Swiggy 5387,1616.39,Credit
2022-04-17,Salary 5124,4055.12,Credit
2022-08-24,Flipkart 9708,1479.39,Debit
2024-04-14,Salary 7368,910.49,Debit
2022-12-22,Gym 7704,3053.56,Debit
2022-10-31,Swiggy 3558,2758.72,Credit
2024-05-20,Zomato 3355,4407.53,Debit
2024-06-14,Uber 9622,4639.15,Debit
2022-10-07,Amazon 4459,3697.16,Credit
2024-01-12,Zomato 3285,2120.71,Credit
2023-03-04,Electricity 1236,282.1,Debit
2022-11-27,Amazon 1913,2859.44,Credit
2022-02-08,Zomato 6164,702.44,Credit
2022-09-10,Flipkart 8383,4927.07,Credit
2023-09-10,Swiggy 6525,668.86,Credit
2023-11-12,Electricity 7537,1641.57,Credit
2023-06-10,Amazon 2611,313.65,Debit
2022-08-31,Flipkart 3871,1635.79,Debit
2024-04-10,Salary 7216,4501.12,Credit
2023-09-27,Salary 3110,2306.69,Debit
2022-07-22,Flipkart 6153,1267.22,Credit
2022-06-01,Rent 7447,1023.25,Debit
2023-10-20,Electricity 8816,2516.54,Credit
2023-04-14,Electricity 7487,3288.21,Credit
2022-09-08,Rent 8516,952.82,Debit
2024-01-02,Amazon 8182,2536.14,Debit
2024-01-29,Swiggy 1744,3687.39,Credit
2022-09-13,Electricity 1252,3043.0,Credit
2023-03-18,Rent 2022,2354.34,Debit
2022-03-26,Salary 3175,386.43,Debit
2024-06-17,Swiggy 2859,1415.64,Credit
2024-04-29,Amazon 4947,955.41,Debit
2022-09-15,Uber 6589,4403.22,Credit
2023-10-03,Flipkart 2986,3718.24,Debit
2022-02-13,Uber 4619,3822.31,Debit
2022-03-13,Zomato 5489,4351.69,Credit
2024-04-07,Amazon 3432,4783.55,Credit
2023-12-08,Flipkart 8788,4695.88,Debit
2023-09-08,Rent 3953,4055.73,Debit
2023-01-25,Swiggy 5274,1000.72,Credit
2023-05-30,Gym 3681,4022.67,Credit
2023-09-22,Rent 6963,3746.27,Debit
2022-04-24,Uber 7038,3165.44,Debit
2022-07-21,Rent 9029,1132.0,Credit
2023-06-26,Swiggy 4916,2779.31,Debit
2022-07-03,Uber 3424,3764.23,Debit
2023-09-15,Salary 2736,2512.09,Debit
2023-05-05,Swiggy 9388,1387.72,Credit
2022-04-13,Electricity 7577,4229.19,Debit
2022-10-24,Amazon 8000,510.54,Credit
2022-02-04,Salary 4377,3423.22,Credit
2022-06-24,Zomato 8265,1799.05,Credit
2023-12-26,Electricity 9232,3552.55,Debit
2022-01-13,Zomato 4715,4207.54,Debit
2024-05-15,Gym 8779,2355.82,Credit
2023-03-27,Zomato 2168,1159.03,Debit
2023-09-18,Gym 5319,410.06,Debit
2023-10-19,Zomato 7973,3779.17,Credit
2022-07-02,Gym 6841,984.24,Debit
2023-11-19,Salary 2206,1316.97,Debit
2024-03-04,Zomato 9193,3439.1,Credit
2022-09-14,Zomato 5358,4924.09,Credit
2023-03-26,Gym 3303,155.65,Credit
2024-01-09,Salary 8602,578.87,Credit
2023-08-17,Amazon 7335,1692.94,Debit
2023-01-05,Rent 8042,825.06,Debit
2022-03-20,Swiggy 5956,3784.75,Debit
2023-09-20,Flipkart 2866,2478.37,Debit
2024-05-06,Rent 9562,690.38,Credit
2022-07-12,Swiggy 9101,3994.26,Debit
2023-06-26,Amazon 6100,2310.71,Credit
2022-06-21,Swiggy 9438,3189.23,Credit
2022-09-25,Electricity 4648,2948.83,Debit
2024-02-09,Electricity 8305,3050.98,Debit
2022-11-28,Swiggy 3134,3638.33,Credit
2022-08-16,Uber 1290,3951.26,Debit
2022-04-28,Gym 1467,567.3,Credit
2022-05-29,Flipkart 3889,1954.43,Credit
2022-11-07,Flipkart 1135,2368.58,Credit
2023-07-06,Uber 1361,3957.1,Credit
2023-10-24,Swiggy 1189,4137.94,Debit
2024-05-30,Uber 1704,1777.15,Debit
2024-04-18,Zomato 6899,168.12,Debit
2022-09-17,Zomato 8668,2254.59,Debit
2022-12-04,Flipkart 3868,4253.5,Credit
2023-08-07,Zomato 4874,4459.19,Credit
2023-04-23,Zomato 7913,2142.54,Credit
2023-12-27,Rent 7098,3843.96,Credit
2022-09-12,Salary 8478,3073.07,Debit
2023-05-02,Rent 9129,1359.54,Credit
2022-01-16,Amazon 6051,4134.01,Credit
2024-01-28,Gym 7858,2445.08,Credit
2024-02-11,Amazon 7356,3340.61,Credit
2022-05-19,Amazon 6468,3830.2,Debit
2023-07-17,Rent 6663,4020.8,Debit
2023-04-29,Amazon 4806,3511.36,Credit
2022-05-18,Flipkart 3068,1843.53,Credit
2023-01-09,Flipkart 6939,2153.21,Debit
2023-06-03,Salary 4060,2742.85,Credit
2023-08-17,Rent 3447,119.67,Debit
2022-10-06,Gym 9756,4028.16,Credit
2023-03-31,Electricity 9150,1204.42,Credit
2023-05-11,Salary 4533,3013.0,Debit
2022-05-10,Gym 7888,57.08,Credit
2022-11-28,Electricity 7800,2231.43,Credit
2022-05-10,Amazon 2275,571.95,Debit
2023-04-04,Salary 4357,158.36,Debit
2023-07-04,Salary 8274,2060.55,Credit
2022-08-04,Flipkart 4522,3669.04,Credit
2024-06-06,Swiggy 3575,2524.46,Debit
2023-01-18,Electricity 1556,4699.61,Debit
2023-11-12,Rent 1101,4343.25,Debit
2022-10-03,Gym 9498,3774.25,Debit
2023-05-01,Electricity 2699,2701.71,Debit
2022-01-08,Swiggy 3831,2358.41,Debit
2024-03-19,Zomato 9243,645.73,Debit
2022-10-27,Swiggy 7114,104.57,Debit
2024-03-11,Rent 4164,3765.86,Debit
2023-06-09,Amazon 5310,2296.28,Credit
2023-12-20,Electricity 2232,3459.76,Debit
2024-02-06,Rent 7134,1537.24,Debit
2022-09-27,Rent 7134,1194.19,Debit
2023-12-02,Gym 3833,619.26,Credit
2022-08-25,Salary 9874,1495.63,Credit
2022-06-20,Swiggy 1321,1043.6,Debit
2023-09-07,Electricity 7743,4537.64,Debit
2022-03-08,Electricity 8299,1215.39,Credit
2022-01-08,Electricity 3929,579.95,Credit
2023-12-05,Zomato 5727,2375.2,Debit
2024-02-11,Gym 3751,2855.54,Credit
2023-10-19,Zomato 6613,4075.76,Credit
2024-06-04,Zomato 7692,4209.38,Credit
2023-11-12,Swiggy 6205,2215.91,Debit
2023-01-23,Uber 9426,4987.34,Credit
2023-01-17,Zomato 9510,2566.22,Credit
2024-05-16,Uber 5267,4953.41,Debit
2022-05-29,Uber 2536,3397.15,Credit
2022-12-04,Electricity 4209,1194.77,Debit
2023-11-02,Flipkart 9522,1274.86,Debit
2024-05-03,Zomato 3022,4855.09,Credit
2023-04-20,Amazon 9699,492.41,Credit
2024-06-06,Swiggy 6238,2140.57,Debit
2023-12-31,Electricity 1847,3439.7,Credit
2023-02-21,Amazon 1261,4920.81,Debit
2023-12-04,Flipkart 1979,4312.48,Debit
2023-05-29,Swiggy 1877,398.86,Debit
2022-02-02,Rent 7110,1927.42,Debit
2023-01-15,Flipkart 2060,121.07,Debit
2023-07-27,Uber 2380,4742.87,Credit
2023-06-22,Flipkart 7585,240.59,Debit
2023-09-13,Rent 4906,2644.57,Debit
2024-05-29,Flipkart 4843,3771.84,Debit
2022-07-29,Zomato 5946,2010.09,Debit
2024-03-16,Amazon 4065,3583.26,Debit
2022-01-13,Zomato 8279,81.36,Debit
2023-08-24,Flipkart 9084,2554.2,Credit
2023-07-09,Gym 7552,4289.08,Debit
2022-03-16,Amazon 8951,4723.07,Credit
2024-04-04,Gym 7476,2777.28,Credit
2023-11-25,Gym 5916,4734.5,Debit
2023-07-29,Electricity 4048,1938.54,Credit
2024-06-12,Gym 1243,3432.0,Credit
2022-12-27,Flipkart 5250,518.51,Credit
2023-04-28,Flipkart 8029,3820.59,Debit
2022-02-26,Uber 7392,2091.51,Credit
2024-05-31,Amazon 6634,2235.18,Credit
2022-08-01,Rent 1801,3958.7,Credit
2023-01-26,Rent 9276,2932.03,Credit
2023-10-14,Flipkart 3815,2011.4,Debit
2023-11-02,Swiggy 5751,712.15,Debit
2023-06-23,Rent 7026,256.52,Debit
2022-12-08,Flipkart 6251,4235.61,Debit
2022-03-01,Zomato 3139,1832.82,Debit
2022-08-25,Uber 2210,2478.66,Credit
2023-12-25,Gym 4239,1155.65,Credit
2023-05-14,Flipkart 6462,3443.11,Debit
2024-01-17,Zomato 8815,2404.61,Debit
2023-03-25,Electricity 7553,2133.46,Credit
2023-08-05,Flipkart 1376,2716.06,Debit
2024-01-05,Amazon 7225,4957.91,Debit
2023-12-30,Rent 3105,4635.0,Debit
2022-10-24,Salary 1729,580.61,Debit
2022-09-19,Gym 7273,4616.23,Debit
2024-01-16,Flipkart 6138,4338.17,Credit
2023-05-31,Flipkart 3246,1267.11,Debit
2023-08-10,Uber 6620,2866.62,Debit
2022-01-22,Flipkart 9576,1010.55,Debit
2022-07-28,Swiggy 6843,2297.84,Debit
2022-04-20,Rent 8799,4889.53,Debit
2022-11-24,Amazon 5390,4227.99,Credit
2024-05-11,Salary 2265,3743.93,Debit
2022-09-12,Gym 6218,3099.2,Credit
2024-06-04,Zomato 1789,4330.51,Credit
2023-06-17,Salary 9319,1299.77,Debit
2022-05-30,Gym 2294,3392.92,Credit
2022-01-14,Gym 3482,546.06,Debit
2024-05-16,Gym 9632,4651.94,Debit
2024-03-09,Swiggy 7117,3682.46,Credit
2023-06-23,Swiggy 3415,4876.5,Credit
2022-01-14,Swiggy 7326,1163.36,Debit
2022-07-10,Uber 6332,3862.33,Debit
2024-05-23,Amazon 9439,2673.96,Debit
2023-03-14,Electricity 2084,995.43,Debit
2022-01-07,Salary 1161,803.07,Credit
2022-03-22,Gym 5735,2328.0,Credit
2023-04-30,Uber 8637,4167.59,Credit
2022-02-14,Swiggy 4638,1532.56,Debit
2023-04-02,Electricity 1821,3387.21,Credit
2023-02-11,Zomato 3946,3417.19,Credit
2022-04-03,Rent 3010,1645.54,Debit
2023-08-06,Rent 5573,2877.11,Debit
2023-03-08,Electricity 8560,2285.4,Credit
2022-11-24,Zomato 3773,3166.67,Debit
2023-07-08,Electricity 5844,3446.18,Credit
2022-03-15,Swiggy 4038,183.62,Debit
2024-01-14,Swiggy 1150,527.61,Credit
2023-07-17,Amazon 6494,4247.78,Credit
2022-04-09,Swiggy 4135,543.8,Credit
2023-12-08,Zomato 4497,3853.42,Debit
2022-05-09,Gym 9426,3315.47,Debit
2022-10-18,Salary 4729,1740.96,Debit
2024-03-02,Zomato 8416,888.76,Debit
2024-06-13,Rent 9290,4515.21,Credit
2023-01-08,Amazon 4448,2745.35,Debit
2022-07-16,Rent 3974,3347.51,Debit
2022-07-09,Electricity 5666,4875.54,Debit
2024-01-18,Swiggy 1018,2002.7,Debit
2024-03-13,Amazon 7563,1048.78,Debit
2023-01-27,Electricity 8522,1403.93,Credit
2023-07-30,Salary 6454,4404.14,Debit
2024-06-13,Uber 1167,476.94,Credit
2024-03-02,Amazon 4254,2340.48,Debit
2023-02-14,Swiggy 4727,3798.63,Debit
2023-12-14,Salary 3371,1629.67,Credit
2023-01-27,Zomato 9520,2434.17,Debit
2022-11-01,Electricity 7195,4314.56,Debit
2024-05-02,Electricity 6584,3428.3,Credit
2024-05-16,Gym 9400,2940.28,Credit
2022-08-04,Uber 1945,4982.54,Debit
2022-08-20,Uber 5877,4497.73,Credit
2023-06-28,Rent 3981,181.68,Debit
2022-04-29,Rent 8614,1240.78,Debit
2022-07-09,Gym 6876,1830.11,Debit
2022-12-31,Rent 6501,688.73,Debit
2022-08-14,Rent 4053,3451.01,Debit
2022-05-07,Zomato 5946,1509.02,Credit
2022-03-29,Amazon 7924,961.65,Debit
2022-02-14,Salary 2206,1220.31,Debit
2023-06-21,Salary 5150,4057.05,Credit
2022-04-11,Gym 3126,545.27,Credit
2023-03-20,Rent 3076,1709.35,Credit
2022-11-15,Salary 8407,2713.48,Credit
2022-12-07,Uber 8990,2230.58,Credit
2022-03-12,Zomato 5104,1945.58,Credit
2023-08-22,Swiggy 3301,4217.64,Debit
2022-12-31,Salary 1020,3045.75,Debit
2022-10-07,Flipkart 9058,4699.35,Debit
2023-03-19,Rent 5239,3122.52,Credit
2023-05-23,Rent 6608,1512.33,Credit
2022-04-19,Amazon 4151,1935.27,Debit
2022-11-13,Rent 3256,3554.71,Credit
2023-02-05,Flipkart 6344,63.79,Credit
2023-11-13,Salary 7984,4164.93,Debit
2023-07-13,Flipkart 7426,1140.38,Credit
2022-12-31,Zomato 7483,4275.53,Debit
2023-08-17,Salary 1466,3613.23,Credit
2023-07-19,Flipkart 9453,1150.93,Debit
2023-01-17,Flipkart 2747,3853.94,Debit
2023-11-19,Swiggy 8265,1110.85,Credit
2022-02-18,Gym 8387,4820.67,Debit
2024-04-09,Swiggy 2762,2211.69,Credit
2024-02-22,Rent 3611,590.53,Credit
2023-11-01,Electricity 3365,4043.06,Credit
2022-12-18,Uber 4884,1109.31,Debit
2022-04-09,Amazon 2551,1995.9,Debit
2022-04-28,Uber 2389,4922.6,Credit
2024-05-05,Flipkart 9377,898.41,Debit
2022-07-28,Electricity 2548,3775.81,Debit
2023-10-04,Rent 8718,1232.69,Debit
2023-10-19,Zomato 7514,2755.33,Debit
2022-01-12,Electricity 1492,3904.28,Debit
2022-01-11,Swiggy 6720,4013.9,Credit
2022-12-23,Uber 9601,118.22,Credit
2024-05-30,Salary 2395,4139.94,Debit
2022-05-03,Zomato 9725,4705.73,Debit
2022-06-11,Gym 8609,4516.9,Credit
2023-01-12,Electricity 4998,2874.2,Credit
2024-05-15,Rent 3406,454.74,Credit
2022-12-05,Zomato 1595,2002.45,Debit
2022-08-15,Gym 3103,2309.09,Credit
2022-12-29,Salary 6169,3046.57,Credit
2023-04-20,Rent 9395,1516.55,Debit
2022-07-14,Swiggy 8206,4273.83,Debit
2022-01-12,Amazon 4649,87.74,Credit
2023-10-19,Flipkart 6754,1452.86,Credit
2023-07-26,Uber 3834,4361.93,Debit
2022-01-06,Amazon 2036,231.4,Credit
2024-05-27,Gym 1187,1688.51,Credit
2023-03-01,Salary 4689,1645.5,Debit
2023-10-07,Zomato 2494,2902.16,Credit
2022-09-22,Uber 8436,3260.03,Debit
2022-05-12,Salary 3987,2435.71,Debit
2023-04-30,Amazon 4850,4647.5,Debit
2022-11-04,Swiggy 4752,1191.91,Credit
2023-08-31,Amazon 5780,4490.27,Debit
2024-01-07,Amazon 8137,1990.66,Debit
2022-01-24,Salary 8555,878.33,Credit
2022-01-25,Flipkart 4165,905.65,Debit
2023-10-03,Rent 4891,917.79,Credit
2024-01-15,Gym 3963,2486.62,Debit
2022-01-28,Salary 4029,949.02,Debit
2022-10-26,Uber 6070,4650.71,Debit
2024-01-27,Gym 2198,4823.28,Credit
2023-03-28,Rent 2318,1454.21,Credit
2022-03-07,Rent 4301,700.64,Credit
2023-01-13,Electricity 8295,2500.4,Credit
2023-05-14,Salary 4872,4842.66,Debit
2023-08-10,Electricity 8240,540.02,Credit
2022-06-11,Uber 4446,1197.13,Debit
2024-05-26,Amazon 5846,4809.11,Credit
2024-02-18,Uber 6867,1092.48,Debit
2023-10-28,Salary 4775,3502.7,Credit
2022-05-08,Flipkart 7055,758.89,Credit
2023-03-10,Gym 9852,708.04,Credit
2023-01-26,Salary 3020,4286.17,Credit
2022-07-31,Salary 4952,2271.87,Credit
2022-09-06,Electricity 7071,2703.38,Credit
2024-04-18,Salary 1079,102.14,Debit
2024-03-29,Electricity 3335,4555.23,Credit
2023-11-24,Gym 8520,2404.07,Credit
2022-11-28,Amazon 1135,4711.68,Debit
2023-10-08,Zomato 7526,2124.39,Debit
2024-05-18,Amazon 8384,558.09,Credit
2023-11-24,Electricity 3327,258.68,Debit
2022-12-28,Electricity 2778,3636.62,Debit
2023-11-18,Gym 8383,2769.73,Debit
2023-10-06,Rent 3090,1164.16,Credit
2023-11-27,Salary 9816,2022.61,Debit
2023-03-11,Salary 9684,3302.81,Credit
2024-03-12,Swiggy 8750,2490.33,Debit
2023-07-21,Gym 7042,2106.92,Credit
2024-04-04,Flipkart 1931,4072.87,Debit
2023-11-05,Uber 2629,4744.39,Credit
2023-03-14,Rent 8654,4515.5,Credit
2024-02-02,Zomato 4923,2507.03,Debit
2023-04-22,Swiggy 9237,1368.59,Debit
2023-08-26,Amazon 7203,4484.05,Credit
2024-03-07,Amazon 6308,1917.99,Credit
2023-02-25,Gym 1025,3669.71,Credit
2023-04-18,Electricity 1177,596.4,Credit
2022-12-07,Swiggy 7040,3496.99,Debit
2022-11-14,Flipkart 6926,4102.75,Debit
2023-04-08,Swiggy 8945,4359.99,Credit
2024-02-20,Amazon 1088,532.8,Debit
2023-10-21,Swiggy 2813,1868.19,Credit
2023-04-28,Electricity 6852,4848.62,Credit
2024-05-29,Zomato 6689,1800.78,Credit
2023-03-14,Zomato 2550,1406.02,Debit
2022-09-20,Electricity 5607,1569.43,Credit
2024-03-18,Uber 4334,3864.45,Credit
2023-04-10,Amazon 7474,4011.54,Credit
2022-05-24,Swiggy 8058,2182.44,Credit
2022-12-20,Gym 8546,247.89,Debit
2022-09-02,Amazon 6051,1479.7,Debit
2023-03-24,Amazon 4365,1816.86,Debit
2023-10-10,Salary 3385,4406.75,Debit
2022-08-06,Electricity 8833,3666.48,Debit
2023-11-25,Zomato 1537,4936.22,Credit
2023-04-24,Rent 7522,3137.3,Credit
2024-03-19,Rent 3922,1019.03,Credit
2022-12-03,Flipkart 8905,735.78,Debit
2023-07-26,Electricity 9663,663.56,Debit
2023-08-26,Gym 9204,1645.69,Debit
2023-02-26,Amazon 2599,3274.32,Credit
2024-04-10,Amazon 2744,1178.62,Credit
2023-07-02,Gym 6900,3732.92,Credit
2022-06-01,Swiggy 2564,3807.91,Debit
2024-01-01,Swiggy 9753,616.71,Credit
2023-02-08,Salary 3271,1978.3,Debit
2022-05-16,Salary 1597,212.91,Debit
2024-01-19,Gym 5705,3188.29,Debit
2022-11-17,Rent 1330,4356.96,Credit
2023-03-08,Rent 8133,3448.76,Debit
2022-10-20,Gym 8612,3754.53,Debit
2023-01-08,Flipkart 9921,3718.32,Credit
2022-11-12,Amazon 4711,2643.66,Debit
2023-07-04,Rent 6828,3880.99,Debit
2022-01-04,Swiggy 7131,4851.79,Credit
2022-04-24,Salary 3218,3663.3,Debit
2023-02-10,Amazon 5970,2699.47,Credit
2023-11-04,Swiggy 8218,1741.4,Debit
2023-12-13,Rent 7923,1114.32,Credit
2022-07-16,Salary 5983,4399.84,Credit
2023-04-24,Salary 6032,2792.6,Credit
2022-10-12,Swiggy 4448,4675.21,Debit
2024-03-06,Electricity 3716,4725.61,Debit
2022-04-25,Electricity 7290,4366.49,Credit
2024-02-11,Swiggy 2317,1305.11,Credit
2023-07-02,Uber 3290,4108.25,Debit
2022-08-17,Gym 3604,3965.74,Credit
2023-10-08,Uber 6367,4669.07,Credit
2022-09-08,Gym 2807,2884.97,Debit
2022-02-25,Flipkart 1270,2439.42,Debit
2022-11-23,Gym 2993,2864.77,Credit
2023-01-02,Salary 9083,427.93,Debit
2023-06-19,Flipkart 7058,4283.35,Debit
2022-10-16,Salary 1055,4468.68,Credit
2024-03-14,Zomato 3689,3563.03,Debit
2023-11-29,Amazon 6738,1149.29,Credit
2023-02-22,Electricity 6483,3324.1,Credit
2022-10-02,Rent 6291,4742.26,Debit
2022-05-28,Swiggy 2019,2316.26,Debit
2024-03-07,Salary 6351,2313.41,Credit
2023-01-12,Amazon 4974,4055.26,Credit
2024-05-27,Swiggy 9753,4708.85,Credit
2022-07-18,Flipkart 5648,4621.48,Credit
2024-01-23,Salary 9315,3099.46,Debit
2023-10-14,Rent 7313,375.56,Credit
2022-11-29,Swiggy 5856,2380.0,Credit
2022-03-03,Swiggy 8473,4343.75,Credit
2023-10-20,Zomato 4570,506.08,Debit
2022-08-21,Uber 8798,1073.05,Credit
2022-12-15,Flipkart 7979,2216.41,Credit
2022-10-13,Flipkart 4538,283.57,Debit
2023-02-18,Amazon 2367,1930.09,Credit
2023-01-16,Rent 8195,3782.19,Credit
2022-06-19,Salary 8187,4450.93,Credit
2022-10-14,Swiggy 1443,3323.25,Debit
2022-11-03,Salary 1339,2764.2,Credit
2022-05-19,Uber 5246,2681.46,Credit
2023-06-25,Gym 6604,2197.25,Credit
2023-02-27,Gym 9823,3784.06,Credit
2022-11-01,Zomato 1348,3982.1,Credit
2024-04-30,Electricity 5444,3213.22,Credit
2023-08-31,Gym 9268,715.6,Credit
2023-11-23,Amazon 2283,262.88,Debit
2022-03-19,Gym 2478,1206.84,Debit
2024-05-27,Amazon 9543,95.06,Debit
2023-01-24,Flipkart 1108,717.62,Credit
2023-11-24,Gym 9325,2196.23,Credit
2022-10-20,Uber 2197,3601.34,Credit
2022-12-11,Zomato 5921,4935.75,Credit
2022-08-08,Electricity 7076,4928.57,Debit
2023-07-09,Salary 5417,2347.11,Debit
2022-02-23,Flipkart 7209,4039.12,Debit
2024-01-03,Swiggy 5824,3024.58,Credit
2023-11-06,Salary 4178,1374.06,Debit
2023-01-29,Swiggy 4783,2207.47,Debit
2022-05-28,Gym 2162,2235.21,Credit
2023-07-24,Salary 2806,3109.46,Credit
2023-04-27,Uber 5352,46.53,Debit
2022-07-27,Electricity 1205,2043.92,Debit
2022-10-26,Uber 6023,454.17,Credit
2023-07-21,Electricity 5384,4837.87,Debit
2022-10-11,Flipkart 4972,2068.63,Credit
2022-02-26,Swiggy 1313,3043.23,Debit
2023-01-11,Salary 9944,3462.75,Debit
2024-03-31,Electricity 6786,4513.21,Credit
2023-02-14,Swiggy 6375,1049.82,Credit
2024-01-08,Zomato 3641,1559.59,Debit
2022-03-25,Electricity 7085,652.96,Debit
2023-05-05,Amazon 8178,951.65,Debit
2023-04-25,Zomato 8106,2999.97,Debit
2022-10-31,Electricity 2368,679.62,Credit
2022-05-15,Gym 3376,1047.77,Debit
2023-04-23,Flipkart 1362,2645.13,Debit
2023-10-24,Gym 8856,2969.7,Debit
2023-12-03,Zomato 7879,2755.83,Credit
2024-01-30,Swiggy 7385,650.0,Debit
2023-02-23,Flipkart 6333,3901.93,Credit
2024-05-24,Flipkart 7228,364.15,Credit
2022-05-03,Swiggy 6469,4543.14,Debit
2023-07-12,Zomato 3031,3847.83,Credit
2022-12-25,Gym 8380,3495.62,Credit
2024-01-12,Flipkart 4229,2396.46,Credit
2022-05-02,Amazon 2873,1715.69,Debit
2023-02-23,Swiggy 2497,4967.36,Credit
2022-03-31,Zomato 9038,4736.0,Credit
2023-10-23,Flipkart 6972,3867.51,Debit
2022-10-19,Gym 9802,1627.22,Credit
2022-12-20,Salary 7281,1146.07,Debit
2022-08-11,Swiggy 2756,1460.99,Debit
2023-09-30,Rent 1528,1480.73,Credit
2023-10-14,Uber 6838,1338.15,Credit
2023-07-21,Rent 7689,2367.0,Debit
2023-12-20,Swiggy 6651,3107.75,Credit
2023-10-21,Gym 1136,3272.87,Debit
2023-02-10,Gym 9619,4574.79,Credit
2023-05-21,Flipkart 3218,4437.8,Credit
2022-11-17,Gym 3150,3819.53,Credit
2022-03-28,Gym 9066,1061.76,Credit
2022-07-09,Swiggy 3419,272.54,Debit
2023-04-01,Rent 1319,3253.05,Credit
2022-01-08,Zomato 6361,2618.94,Debit
2022-11-14,Rent 9074,1803.07,Credit
2023-05-23,Amazon 9725,1163.08,Debit
2023-06-11,Flipkart 8361,4371.84,Debit
2023-07-30,Swiggy 4413,1408.37,Credit
2022-03-27,Zomato 6782,664.68,Debit
2022-05-29,Salary 2317,728.25,Credit
2022-01-05,Amazon 4979,1093.48,Credit
2022-06-29,Salary 4532,1773.66,Credit
2022-09-28,Zomato 4318,2011.47,Debit
2023-07-26,Salary 2908,4852.74,Credit
2022-03-07,Swiggy 1955,1519.6,Debit
2022-02-21,Gym 9676,913.83,Credit
2022-02-21,Zomato 7798,4162.56,Debit
2023-07-23,Amazon 4305,260.22,Debit
2022-01-08,Uber 1598,3591.46,Credit
2022-08-23,Electricity 9164,1453.44,Credit
2023-08-11,Salary 3983,3436.56,Debit
2022-08-21,Flipkart 9341,3186.77,Debit
2022-02-21,Electricity 2985,4036.08,Debit
2023-06-30,Gym 8533,2592.17,Credit
2023-08-11,Electricity 4222,1957.16,Credit
2024-05-26,Zomato 3062,868.35,Credit
2023-01-06,Flipkart 4800,1267.62,Credit
2024-01-07,Flipkart 9751,1603.36,Debit
2022-07-06,Rent 1169,2014.95,Debit
2023-12-23,Rent 3123,338.65,Credit
2023-07-30,Rent 5145,571.36,Debit
2022-03-10,Uber 9122,646.8,Debit
2024-06-07,Flipkart 9437,1953.56,Credit
2024-04-28,Electricity 8469,3162.72,Credit
2023-05-04,Zomato 8727,449.63,Credit
2022-09-03,Zomato 3408,4751.04,Debit
2024-04-15,Flipkart 8744,2646.4,Debit
2023-03-06,Salary 7935,812.21,Credit
2024-02-17,Amazon 9775,2070.62,Debit
2023-10-12,Flipkart 8786,1691.95,Credit
2024-04-25,Amazon 2675,3107.45,Credit
2022-05-13,Gym 3059,4854.19,Debit
2024-02-15,Uber 7519,2392.04,Credit
2023-07-28,Zomato 3571,1964.95,Credit
2022-05-16,Salary 1587,2282.01,Debit
2023-09-11,Gym 7568,1706.04,Debit
2023-03-22,Flipkart 4608,4227.48,Debit
2022-04-26,Amazon 4948,2774.82,Credit
2022-09-02,Electricity 2246,3774.75,Credit
2023-03-27,Uber 9443,2038.14,Debit
2022-01-25,Salary 3369,4622.13,Debit
2023-05-31,Swiggy 1719,682.93,Credit
2022-10-15,Uber 6268,2246.77,Debit
2023-11-16,Flipkart 7555,511.56,Credit
2023-09-16,Electricity 8662,769.93,Credit
2023-04-10,Electricity 5684,2465.17,Credit
2022-05-10,Uber 7801,185.73,Debit
2022-10-05,Uber 8887,3507.06,Debit
2023-09-17,Salary 6745,2996.91,Debit
2023-12-29,Swiggy 7047,4267.03,Debit
2024-05-10,Flipkart 7283,1736.53,Debit
2022-11-27,Zomato 9985,4993.46,Credit
2023-02-01,Flipkart 7347,3947.45,Credit
2024-03-22,Electricity 5067,3677.73,Credit
2024-05-10,Electricity 6764,1607.19,Debit
2023-09-30,Amazon 7273,2854.69,Debit
2023-04-07,Amazon 4216,2908.92,Credit
2024-05-11,Rent 7564,1909.76,Debit
2024-04-20,Rent 2954,1264.33,Credit
2024-05-05,Swiggy 8413,4426.75,Debit
2023-05-15,Flipkart 9238,3304.55,Debit
2022-07-27,Flipkart 7283,854.29,Debit
2023-07-06,Salary 6637,809.33,Debit
2023-04-01,Amazon 7411,2312.25,Credit
2023-05-19,Rent 5241,127.3,Debit
2022-06-03,Gym 5046,1419.63,Debit
2022-06-15,Salary 5016,1345.81,Debit
2023-03-28,Rent 8917,4174.57,Debit
2023-06-20,Amazon 7098,2590.48,Credit
2024-03-28,Flipkart 9004,2503.05,Credit
2022-06-30,Zomato 1995,1151.44,Debit
2022-12-15,Rent 7396,502.6,Debit
2023-04-16,Swiggy 6046,3108.03,Debit
2022-01-18,Flipkart 3226,778.22,Credit
2023-04-07,Rent 4557,4754.25,Credit
2023-03-29,Gym 3693,1540.46,Credit
2023-08-19,Gym 7619,4267.86,Credit
2022-03-08,Uber 1628,1566.47,Credit
2024-02-01,Salary 1564,4661.91,Debit
2022-04-05,Salary 1966,4772.06,Credit
2022-02-04,Amazon 4945,4732.34,Credit
2024-06-11,Rent 6807,1249.22,Debit
