Date,Description,Amount,Type
2022-06-28,Flipkart 1787,1263.6,
"August 04, 2023",Electricity 1433,4769.76,
28-May-2024,Gym 8790,4051.53,credit
"May 08, 2023",Electricity 3874,2356.54,Debit
2023-03-09,Uber 7554,839.94,credit
07/26/2023 00:00,Uber 2420,4457.42,Credit
10/29/2022 00:00,Zomato 6861,780.79,Debit
2024-01-31,Rent 7937,3421.4,credit
06/18/2022 00:00,Zomato 1685,3130.3,Debit
"September 26, 2022",Amazon 3512,4408.4,Credit
"December 30, 2022",Gym 8222,1597.13,credit
"September 16, 2023",Zomato 7631,1246.04₹,debit
10-Apr-2022,Rent 9342,2127.71,Debit
03-Aug-2022,Zomato 5829,4412.2,credit
"September 17, 2023",Swiggy 8080,689.24,
2022-04-07,Salary 9922,4736.9,credit
29-Mar-2024,Salary 9520,3310.96,credit
"September 22, 2023",Uber 1452,384.04,
"July 02, 2023",Gym 6177,3028.12,debit
2022-12-03,Amazon 2304,2656.53,credit
2022-12-25,Gym 8550,3150.29,credit
17-Oct-2022,Swiggy 3340,2477.52,Credit
01/31/2023 00:00,Salary 1645,3990.35₹,credit
03/26/2024 00:00,Amazon 8730,4193.05,credit
26-Dec-2022,Zomato 9972,error,debit
12/13/2022 00:00,Salary 2321,475.88,Credit
04-May-2022,Salary 3367,2513.19,Credit
07/06/2023 00:00,Electricity 2348,483.75,Debit
"October 15, 2023",Flipkart 2282,122.59,Credit
2023-06-22,Uber 5376,2159.52,credit
2023-10-16,Uber 3992,4849.56,Credit
"May 13, 2024",Zomato 1552,861.05,credit
2023-02-26,Swiggy 9616,error,
"December 02, 2022",Uber 6389,59.92,credit
2023-05-18,Swiggy 5650,468.43,
2022-02-26,Salary 4017,4193.25,debit
2023-10-24,Gym 6940,1909.31,
2024-05-28,Gym 3118,4843.04,Debit
12/18/2023 00:00,Gym 7664,318.32,Credit
17-Mar-2022,Rent 2857,1681.52,Debit
"April 11, 2023",Flipkart 9850,2919.14,Credit
12-Oct-2022,Zomato 7112,3433.01,
12/23/2023 00:00,Zomato 7720,2536.82,debit
21-Jan-2023,Salary 6373,error,credit
"February 09, 2024",Amazon 7398,3318.05,credit
2022-09-16,Uber 6896,4687.57,Credit
2023-04-22,Swiggy 1170,3907.36,debit
27-Nov-2023,Amazon 7289,4829.54,debit
19-Apr-2024,Gym 6921,3687.49,credit
"January 11, 2022",Amazon 7907,1205.46,
11/03/2023 00:00,Salary 9510,2596.83,
09/17/2022 00:00,Salary 7807,1741.24,debit
2023-01-28,Uber 1187,2325.77,debit
2023-08-23,Gym 3341,2433.59,Debit
"January 04, 2023",Uber 4001,4755.34,
"July 03, 2022",Uber 1834,3706.03,Credit
16-Jan-2022,Zomato 5613,3817.94,
2024-01-26,Gym 2986,4517.78,Credit
05/21/2023 00:00,Amazon 9408,53.45,debit
"March 27, 2022",Salary 4807,3699.18,Debit
2023-12-12,Gym 3943,3724.27,credit
2022-01-10,Uber 1219,2444.28,credit
"April 22, 2023",Flipkart 5813,1525.66,debit
06/13/2022 00:00,Uber 5142,264.56₹,debit
2022-01-24,Rent 8676,4843.5,
07/30/2023 00:00,Amazon 2133,error,debit
"November 08, 2022",Gym 2683,593.22,Debit
08/26/2022 00:00,Rent 4886,3343.75,credit
04/07/2023 00:00,Swiggy 5669,3908.87,Credit
07-Apr-2023,Salary 6252,4602.93,debit
06-May-2024,Rent 7858,2438.64,Debit
26-Aug-2022,Rent 2418,4047.77,
01/22/2022 00:00,Gym 9128,4280.35,Credit
2022-06-29,Gym 1388,1074.76,debit
2024-03-28,Electricity 5140,2105.63,Credit
"July 13, 2023",Electricity 4714,3023.94,credit
03/01/2024 00:00,Electricity 8198,2694.62,
01/06/2024 00:00,Gym 7364,4974.06,
"December 31, 2023",Zomato 5905,1870.02,Debit
"May 14, 2023",Salary 8293,4337.41,Credit
04/20/2023 00:00,Zomato 3375,980.67,debit
19-Jan-2024,Salary 3226,4542.1,
"December 17, 2023",Rent 7826,76.83,debit
12/05/2022 00:00,Swiggy 4015,3652.63,Debit
15-Jun-2023,Zomato 8160,2339.77,
11/23/2023 00:00,Swiggy 5377,51.05,
11-Jun-2022,Flipkart 5156,4472.93,debit
03/07/2024 00:00,Amazon 8142,3329.71,Debit
2022-03-02,Gym 4548,3633.31,
26-Mar-2022,Electricity 9532,3063.72,Debit
2023-07-01,Swiggy 4037,4587.28,credit
2023-05-05,Salary 3565,4086.56,debit
05-Jan-2022,Gym 7329,1487.48,credit
03/17/2022 00:00,Gym 7861,1708.28,Credit
"September 10, 2022",Rent 6400,645.0,Credit
2022-01-07,Electricity 5622,248.58,Credit
"November 12, 2023",Gym 1694,3901.32,Debit
2023-10-04,Amazon 6921,1657.01,
04/18/2023 00:00,Uber 5607,2707.83,Credit
2022-05-18,Electricity 6681,3530.04₹,credit
24-Dec-2022,Electricity 7314,3585.77,
2024-03-22,Swiggy 7375,4331.32,Debit
17-Apr-2024,Amazon 5275,4063.15,Debit
08/26/2023 00:00,Flipkart 3171,3463.81,credit
2022-06-12,Salary 7711,1031.18,credit
14-Nov-2022,Rent 3371,4171.33,Debit
04/03/2023 00:00,Amazon 8940,557.35,Credit
"September 10, 2022",Zomato 8576,1167.59,
"July 20, 2022",Flipkart 3113,1676.97,
"June 16, 2023",Flipkart 2313,2830.05,
"January 11, 2024",Flipkart 8862,4720.5,Credit
2023-11-06,Gym 9544,2875.16₹,debit
14-Jun-2022,Flipkart 6735,3272.57,credit
08/20/2022 00:00,Zomato 1491,2940.61,Debit
24-Nov-2022,Gym 7401,434.4,debit
26-Aug-2022,Gym 4424,1512.93,debit
2022-04-30,Swiggy 1858,4627.63,credit
12-May-2024,Electricity 5566,1192.48,Credit
2024-06-13,Uber 1578,2072.43,
30-May-2024,Swiggy 8883,2913.71,debit
2023-09-11,Gym 8182,3773.75,Debit
07-Sep-2022,Flipkart 6837,2829.47,credit
02-Dec-2022,Flipkart 3073,2226.79,debit
2022-10-11,Uber 3106,3497.11,
2022-07-17,Electricity 2048,3054.41,credit
02/20/2023 00:00,Flipkart 1500,2551.1,Debit
"January 02, 2024",Zomato 8313,2950.27,Debit
"January 30, 2023",Swiggy 8561,2039.9,Credit
"May 31, 2022",Swiggy 3008,2567.07,debit
08-Mar-2024,Swiggy 6852,2250.16,Debit
22-Sep-2022,Uber 9514,4990.2₹,debit
08-Aug-2022,Electricity 6362,error,Debit
08/04/2022 00:00,Zomato 5929,3295.8,Credit
2022-11-11,Zomato 9531,1219.17,Debit
30-Oct-2023,Flipkart 5269,1870.34,debit
"August 04, 2022",Uber 2510,956.44,Debit
2022-12-01,Electricity 5619,3762.77,Debit
12/25/2022 00:00,Salary 2738,1443.39,debit
09/18/2023 00:00,Gym 7095,3274.43,credit
"June 10, 2022",Uber 5233,2846.69,debit
2024-03-25,Rent 2412,2148.56,Debit
"September 02, 2023",Rent 5843,1711.06,
05/26/2023 00:00,Rent 2116,3500.57,Credit
"June 06, 2022",Gym 9328,2691.71,
2022-06-11,Zomato 9438,244.95,
"February 11, 2022",Electricity 3895,3698.25,credit
"June 29, 2022",Rent 1793,3786.12,Debit
"October 30, 2022",Flipkart 5528,2098.62,
26-Nov-2022,Swiggy 5501,107.72,debit
2023-07-17,Amazon 4778,962.6,
02/03/2024 00:00,Flipkart 3867,2874.73,credit
03/05/2023 00:00,Gym 8792,3783.82,debit
"December 16, 2022",Electricity 7431,434.73,
30-Apr-2022,Electricity 9237,3367.69,
03/16/2022 00:00,Electricity 9282,2511.42,debit
2023-11-05,Rent 3998,1180.41,Debit
"October 23, 2023",Gym 1539,2435.35,credit
"May 03, 2022",Uber 9792,327.36,Credit
2023-10-15,Rent 1872,3299.25,
01-Jul-2022,Salary 7714,637.47,Credit
2024-06-08,Flipkart 5550,124.98,
2024-02-28,Flipkart 2255,142.84,
"September 14, 2022",Flipkart 6316,3558.39,
"April 16, 2024",Electricity 7304,1227.17,debit
27-Jan-2024,Uber 8277,2656.12,
21-Aug-2023,Gym 8699,238.95,
06-Aug-2023,Uber 3635,232.46,Debit
"September 26, 2022",Flipkart 6119,4242.73,Debit
05/08/2023 00:00,Salary 1003,3540.29,credit
06/29/2022 00:00,Uber 3451,561.2,Debit
03/01/2024 00:00,Flipkart 4215,2744.07,Credit
"May 29, 2022",Electricity 4603,772.85,credit
"June 02, 2023",Swiggy 8600,3897.4,credit
05/28/2022 00:00,Rent 6069,3344.77,Debit
2024-04-23,Flipkart 8215,4732.4,
11-Nov-2023,Electricity 5421,2826.5,credit
09-Jan-2022,Electricity 8813,1967.97,Credit
2022-06-27,Amazon 5208,3481.56,Debit
2024-03-06,Zomato 3596,2976.65,debit
"January 30, 2023",Salary 7001,2051.9,credit
09/20/2023 00:00,Flipkart 9140,2105.85,Debit
08/31/2023 00:00,Uber 4061,756.86,debit
2022-11-27,Amazon 6418,2391.96,Debit
2024-05-05,Salary 6658,780.62₹,credit
25-Feb-2022,Gym 3159,871.34,
"July 26, 2022",Zomato 3677,787.13,debit
04/15/2022 00:00,Amazon 6314,2408.57,
"July 01, 2023",Gym 4830,2444.2,Debit
2023-12-22,Swiggy 9374,327.79,Credit
"March 03, 2024",Gym 1811,3254.31,credit
05/30/2024 00:00,Electricity 8985,822.98,Debit
21-Dec-2022,Amazon 2457,2318.01,credit
2023-10-21,Electricity 8710,3045.88,debit
05/04/2023 00:00,Amazon 9436,282.96,credit
03/09/2024 00:00,Salary 1157,2785.52,
16-Aug-2023,Flipkart 9564,4585.77,debit
2023-05-18,Flipkart 8080,685.54₹,Debit
2022-02-19,Amazon 2189,4589.06,
03/28/2022 00:00,Electricity 2971,4087.46,Credit
"December 04, 2023",Rent 1473,2686.93,debit
2022-10-30,Zomato 7075,634.77,Credit
01/01/2022 00:00,Electricity 7419,3620.16,Debit
"January 16, 2023",Salary 6073,3240.9,
2023-10-12,Rent 7661,3334.0,credit
2023-10-10,Rent 4733,655.93,
"December 28, 2022",Amazon 5881,2452.95,credit
01/16/2023 00:00,Flipkart 7716,3271.08,
28-Oct-2023,Gym 4809,2334.52,credit
06/11/2022 00:00,Zomato 2912,2955.08₹,debit
"January 19, 2022",Uber 4859,2826.11,
"April 19, 2024",Salary 6520,2140.08,Credit
31-Aug-2022,Uber 1724,763.95,Debit
2022-05-09,Rent 3419,4065.05,
06/25/2022 00:00,Salary 7073,3211.84,credit
02/13/2023 00:00,Rent 6618,3209.7,credit
03/02/2024 00:00,Uber 2907,276.75,debit
03/25/2022 00:00,Uber 4474,error,debit
2023-01-11,Electricity 2799,1090.0,debit
"August 10, 2022",Zomato 9636,3425.88,Debit
"November 21, 2022",Rent 8082,3414.95,credit
2023-03-27,Flipkart 1727,462.64,debit
"February 20, 2023",Salary 9647,2667.23,
"October 19, 2023",Amazon 8375,3556.65,Debit
2023-03-21,Electricity 9442,3897.87,credit
2023-09-10,Electricity 5806,2068.77,Debit
11/21/2022 00:00,Zomato 4215,134.4,Credit
07-Jun-2023,Rent 7968,3512.6,debit
15-Jun-2022,Uber 4084,1572.29,debit
12/09/2023 00:00,Amazon 2069,1197.25,debit
01/13/2024 00:00,Uber 3146,3984.93,Debit
"October 21, 2023",Gym 9219,1893.24,Credit
05/20/2024 00:00,Swiggy 8479,2463.25,debit
26-Aug-2022,Gym 3185,error,Debit
13-Jan-2022,Zomato 1073,4540.14,Debit
2024-01-01,Flipkart 8200,2128.36,credit
14-Sep-2022,Amazon 6574,1866.58,debit
2023-05-29,Gym 3040,1078.63,Debit
29-Jul-2022,Electricity 3610,2221.74,
2023-04-29,Zomato 3776,2487.37,
"December 31, 2022",Flipkart 9008,3320.91,
2022-08-13,Flipkart 2337,3652.19,debit
13-Jul-2022,Salary 2697,error,
"July 15, 2022",Flipkart 8667,4719.93,debit
"February 04, 2023",Salary 7609,3163.05,Credit
"February 11, 2024",Zomato 7043,520.63,debit
"February 26, 2022",Salary 6510,3825.79,Debit
09/17/2023 00:00,Electricity 8035,3507.91,Credit
01-Aug-2022,Zomato 5876,3466.16,credit
2022-10-06,Rent 3492,error,debit
01/26/2024 00:00,Salary 8210,3201.18,debit
01/15/2023 00:00,Amazon 1599,94.29,Credit
27-Apr-2022,Amazon 9499,3299.79,Credit
2024-06-16,Flipkart 7545,4006.42₹,Credit
03/27/2023 00:00,Gym 1258,2742.2,credit
"August 22, 2023",Rent 3758,925.11,
02/14/2023 00:00,Rent 9022,3366.47,Credit
2024-06-11,Rent 5375,244.76,Credit
"January 02, 2023",Swiggy 1741,2304.9,
02/14/2024 00:00,Electricity 1445,2398.61,
03/22/2024 00:00,Electricity 6108,4911.0,Credit
04/23/2022 00:00,Amazon 7614,912.1,Credit
"June 13, 2022",Zomato 9282,2702.43₹,Credit
2022-01-04,Electricity 4677,3471.86,Credit
"September 22, 2023",Gym 9541,83.2,
2022-01-23,Rent 4609,4517.94,Credit
01/15/2024 00:00,Amazon 4925,3490.67,Debit
08/25/2023 00:00,Swiggy 6714,3128.18,
06-Feb-2024,Amazon 5788,3214.56,credit
2022-04-02,Electricity 4919,584.73,debit
"April 14, 2023",Flipkart 5892,error,debit
2022-06-04,Uber 7325,2214.02,debit
29-Mar-2024,Zomato 2093,2865.45,credit
19-Sep-2023,Swiggy 8584,1276.32,debit
2022-07-26,Salary 9213,565.99,Debit
03/22/2022 00:00,Gym 3546,3941.41,Debit
09/07/2023 00:00,Salary 2468,2939.88,credit
04/28/2023 00:00,Swiggy 1362,1956.6,Credit
2023-08-15,Uber 3611,800.49,Debit
"February 11, 2023",Flipkart 3511,2040.35,debit
2022-04-13,Rent 9750,24.64,debit
28-Aug-2022,Amazon 5279,4871.23,credit
"September 22, 2022",Gym 2335,3168.57,credit
02-Feb-2022,Rent 3115,1448.12,
2022-02-04,Salary 2335,4321.46,credit
09/06/2022 00:00,Swiggy 7713,479.54,credit
2022-02-19,Gym 3093,1116.51,Credit
"October 07, 2022",Swiggy 5753,1618.15,Debit
2024-01-24,Electricity 3690,4516.34,Debit
"June 01, 2022",Swiggy 3227,1279.54,Credit
21-Oct-2023,Zomato 1025,2098.29,Debit
2023-07-05,Salary 3745,3087.74,Debit
02-Dec-2023,Swiggy 7827,3869.73,Credit
21-Jun-2023,Gym 6314,3320.66,Credit
"January 26, 2024",Zomato 6490,3415.0,Debit
01/05/2024 00:00,Rent 5099,3715.89₹,credit
18-Aug-2022,Swiggy 8595,2940.0,
2023-10-27,Flipkart 7064,2544.06,
10/15/2022 00:00,Amazon 9232,4152.05,debit
01/30/2023 00:00,Uber 9175,3569.62,debit
29-Mar-2023,Salary 3672,2394.14,Credit
2023-09-12,Amazon 6238,4244.06,Credit
2022-02-02,Swiggy 1957,887.82,
"December 29, 2022",Swiggy 6937,4417.69,Credit
21-Apr-2022,Salary 2877,855.87,Debit
01-May-2022,Uber 3208,error,Debit
01/16/2022 00:00,Swiggy 6854,1330.67,Credit
09-Jan-2024,Uber 6078,329.55,Credit
2023-06-07,Zomato 4809,1499.76,debit
16-Dec-2023,Swiggy 7282,1391.71,credit
12/15/2023 00:00,Swiggy 4831,2952.59,debit
2022-04-08,Salary 6805,2994.75,credit
04/26/2022 00:00,Electricity 5408,2748.83,Credit
"April 16, 2023",Amazon 1170,3152.44,
15-Mar-2023,Salary 2831,210.51,Credit
08-Oct-2022,Electricity 2841,3496.97,Debit
"December 15, 2022",Rent 8098,4744.31,credit
"August 20, 2022",Salary 2152,3163.95,debit
04/21/2022 00:00,Uber 8323,1397.05,Credit
"December 18, 2022",Gym 3610,1554.07,credit
01/12/2022 00:00,Uber 8417,3832.21,
05/03/2023 00:00,Salary 1252,566.36,
17-Jun-2023,Zomato 4504,1869.58,Debit
"October 01, 2023",Zomato 9670,959.96,
12-Oct-2022,Uber 2869,1008.64,debit
09/25/2023 00:00,Uber 9204,27.64,debit
"September 28, 2023",Electricity 4052,4439.23,Credit
"June 29, 2023",Swiggy 2933,1592.48,debit
27-Jan-2023,Zomato 8154,1941.41,credit
19-Jun-2022,Gym 3643,error,debit
"March 18, 2022",Swiggy 3840,484.15,debit
"October 24, 2022",Swiggy 2773,1119.94,Credit
26-Nov-2022,Uber 3880,864.95,debit
03/04/2022 00:00,Uber 8552,4198.76,
27-Sep-2022,Zomato 2869,4758.47,credit
"August 04, 2022",Uber 2342,error,Debit
2022-07-09,Flipkart 5976,1076.04,Debit
"March 16, 2022",Zomato 4394,642.02,credit
2023-11-17,Uber 6864,3303.6,credit
2023-05-25,Salary 7289,1403.7,credit
"August 02, 2023",Amazon 9556,291.43,Credit
04/03/2022 00:00,Uber 5900,2816.68,debit
2022-02-22,Amazon 5207,1339.45,Credit
"May 11, 2023",Electricity 9345,error,credit
2022-04-04,Gym 4355,2978.07,
09/17/2023 00:00,Zomato 4564,3489.49,debit
"August 17, 2022",Electricity 6929,558.92,debit
07-Sep-2022,Gym 5063,262.71,debit
26-Jan-2023,Gym 7683,4125.6,Debit
2023-12-22,Salary 6076,1347.81,
01-Jul-2022,Uber 9700,2633.23,
2022-09-24,Swiggy 4777,error,credit
08-Oct-2022,Amazon 9932,284.48,debit
"October 29, 2023",Zomato 3065,3868.88,debit
2022-03-24,Flipkart 8145,2796.23,debit
2022-07-05,Uber 3229,536.52₹,Debit
2024-05-10,Flipkart 7528,error,Credit
"October 13, 2023",Electricity 6235,374.17,debit
"July 21, 2023",Uber 3808,1562.91,Credit
"June 15, 2023",Rent 1699,2684.22,debit
"December 14, 2022",Rent 8498,3373.96,credit
27-Feb-2023,Swiggy 6949,1319.34,credit
07-May-2024,Swiggy 5560,909.98,credit
"March 30, 2023",Salary 3323,3703.87,
24-Sep-2022,Electricity 5095,2048.82,
22-May-2023,Rent 7808,1024.71,Credit
"May 22, 2022",Salary 7370,2976.09,
"November 12, 2022",Electricity 1559,1977.51,Credit
07-Nov-2023,Gym 4047,3102.37₹,Debit
"February 03, 2024",Rent 4160,3912.85,
"August 20, 2022",Gym 3090,110.35,Debit
"October 24, 2022",Electricity 7306,1784.54,Credit
06/16/2024 00:00,Zomato 3069,1761.72₹,credit
"May 24, 2024",Electricity 3137,4499.03,debit
26-Jul-2023,Gym 6214,4985.12,Debit
"January 22, 2022",Flipkart 8534,3267.96,
2023-01-19,Salary 8921,2045.4,credit
06-May-2022,Amazon 5135,2206.52,Credit
13-Apr-2022,Swiggy 5871,3320.92,Credit
"June 18, 2024",Uber 3525,2975.45,debit
01/03/2024 00:00,Swiggy 6226,4298.52,Credit
2022-04-20,Salary 6605,3571.96,credit
"July 24, 2023",Swiggy 9328,679.02,Credit
04/17/2023 00:00,Amazon 8943,4195.18,credit
"March 06, 2022",Uber 5377,1462.23,Credit
17-Apr-2023,Swiggy 5812,3811.38,
24-Jul-2023,Salary 2974,286.35,Credit
"November 01, 2023",Zomato 6356,1573.06,credit
"March 17, 2022",Rent 9094,3621.84,Debit
01/19/2022 00:00,Swiggy 2625,4884.38₹,Credit
"January 19, 2023",Rent 6462,2015.44,Debit
2022-07-09,Zomato 5966,1223.79,debit
2024-02-01,Gym 3360,4356.79,
26-Dec-2022,Electricity 2530,4208.29,
"May 24, 2024",Zomato 7709,error,Credit
04-Jun-2024,Electricity 1635,1340.2,
28-Mar-2023,Rent 5972,1549.73,Debit
"March 20, 2022",Swiggy 7373,2449.18,debit
"August 19, 2023",Salary 1159,4911.23,Credit
"June 21, 2022",Zomato 8521,563.99,Debit
07/31/2022 00:00,Electricity 2348,1825.95,Debit
06/04/2024 00:00,Rent 4654,4306.07,Debit
"March 21, 2023",Rent 2574,4809.15,credit
05/29/2022 00:00,Zomato 9822,error,
"January 10, 2022",Zomato 6209,2950.62,Credit
"June 26, 2023",Salary 5823,3025.61,
02-Mar-2024,Salary 7466,2527.89,credit
"February 24, 2022",Amazon 1612,225.2,
21-May-2024,Flipkart 3178,1594.94,
2023-10-01,Swiggy 8445,2206.86,
29-Jun-2022,Rent 9770,2443.69,credit
14-Jan-2024,Salary 8594,4828.35,Credit
2023-01-16,Swiggy 4527,1530.9,
26-Feb-2023,Amazon 6610,error,debit
03/27/2023 00:00,Uber 1197,609.16,
03-Apr-2022,Uber 4745,1769.49,credit
06/04/2023 00:00,Rent 4657,3894.7,Credit
2023-02-17,Swiggy 8452,3039.99,
01/29/2024 00:00,Uber 3166,3911.94,Credit
29-Jan-2023,Swiggy 1031,4593.11,debit
"November 27, 2022",Flipkart 1098,612.93,credit
12/09/2023 00:00,Uber 4716,2641.29,
2023-03-09,Swiggy 3769,3127.21,Debit
2022-06-12,Amazon 9427,2089.99,credit
02/09/2022 00:00,Rent 3784,2269.62,Credit
2024-02-05,Rent 2799,430.69,
03/26/2022 00:00,Uber 7413,302.74,Debit
23-Feb-2024,Flipkart 4345,224.37,
08/13/2023 00:00,Salary 8428,3281.74,
"December 26, 2023",Swiggy 7982,513.21,debit
"March 26, 2024",Uber 4873,1848.78,
06-Feb-2024,Uber 9615,4586.19₹,credit
"April 01, 2022",Rent 5699,847.07,
04/29/2023 00:00,Uber 8832,2369.5₹,Credit
20-Jan-2023,Amazon 8453,3649.96,credit
"July 12, 2022",Electricity 1685,1245.72,Debit
"September 10, 2022",Rent 9614,118.98,Credit
29-Feb-2024,Zomato 6200,3891.64,credit
"October 17, 2023",Amazon 4619,3646.36,Credit
2022-09-01,Swiggy 8119,4900.13₹,Credit
25-Dec-2023,Amazon 3377,3036.39,debit
2023-12-08,Amazon 8817,1552.71,credit
09/27/2022 00:00,Gym 5979,error,Debit
04/20/2024 00:00,Electricity 5067,503.56,credit
2022-01-19,Salary 5445,3193.09,credit
09-Feb-2022,Swiggy 6242,error,debit
09/02/2023 00:00,Swiggy 6313,4161.2,credit
2023-05-31,Salary 9374,631.37,Debit
"February 02, 2022",Zomato 8953,4820.37,Debit
"March 21, 2024",Electricity 2021,error,debit
2023-11-08,Flipkart 5268,3911.37,debit
"March 26, 2023",Zomato 7872,3891.73,Debit
23-Jun-2023,Flipkart 7432,3069.76,debit
"November 16, 2023",Uber 1900,4962.9,Debit
04/28/2024 00:00,Flipkart 2846,32.5,Credit
17-Sep-2023,Flipkart 4546,2331.22,
2024-06-03,Gym 5481,537.84,Debit
2024-06-10,Amazon 4680,2579.1,debit
"August 30, 2023",Swiggy 5746,986.17,Credit
2022-11-15,Rent 1156,2237.63,
2024-01-15,Salary 1627,199.73,credit
"October 08, 2023",Zomato 4034,2271.82,Debit
"May 04, 2022",Salary 9626,3337.23,credit
01/07/2023 00:00,Amazon 9113,4396.17,debit
"December 17, 2022",Salary 9553,4637.62,
"November 19, 2022",Salary 5085,error,credit
05/03/2023 00:00,Electricity 9118,4040.46,Credit
27-Mar-2023,Zomato 1456,4397.38,Credit
"December 19, 2022",Salary 6436,4848.13,debit
26-Apr-2022,Salary 3859,2203.46,credit
13-Jan-2022,Flipkart 1767,4099.62,credit
11/16/2022 00:00,Flipkart 6254,1309.28,
06/14/2022 00:00,Uber 9968,3839.18,Debit
"December 21, 2023",Zomato 7774,3999.97,Credit
26-Mar-2022,Swiggy 4248,4269.91,Credit
05-Sep-2022,Flipkart 6108,4067.59,credit
"March 08, 2023",Rent 9391,3933.16,credit
07/22/2023 00:00,Zomato 1933,3417.53,Credit
"November 15, 2023",Swiggy 3766,563.79,debit
"October 15, 2023",Rent 8659,1866.51,credit
2023-10-06,Gym 8350,1242.08,
2023-04-24,Salary 6956,2170.77,
"December 14, 2023",Amazon 7696,4583.83₹,debit
"January 03, 2023",Flipkart 1961,3073.99,Debit
2024-03-11,Flipkart 7743,428.77,
2024-03-31,Zomato 3952,1500.07,debit
23-Dec-2022,Salary 3697,4260.75,Debit
02/12/2023 00:00,Zomato 6147,1882.76,
2022-12-11,Salary 2339,45.93,credit
"June 28, 2022",Flipkart 6821,3879.44,credit
2023-03-01,Gym 3192,711.96,credit
"June 25, 2023",Zomato 3301,618.57,Debit
2023-03-19,Swiggy 9918,3088.01,debit
"March 29, 2024",Salary 2555,2849.12,debit
02-Nov-2022,Flipkart 6235,1811.46,Credit
01/02/2023 00:00,Swiggy 4524,1046.23,debit
2022-02-05,Uber 5960,526.7,debit
08-Apr-2023,Rent 6348,616.79,credit
2023-09-13,Rent 2641,3681.17,Credit
2024-04-07,Swiggy 1090,4502.43,debit
"May 26, 2022",Gym 8627,2814.17,debit
"February 27, 2024",Rent 7056,3232.51,
"May 26, 2022",Zomato 7282,4866.13₹,
15-Jan-2023,Gym 5850,88.07,credit
"June 17, 2022",Salary 7868,788.05,
2024-02-08,Amazon 5339,2356.15,debit
2022-10-02,Swiggy 6693,error,debit
03/28/2022 00:00,Electricity 7899,1316.75,Debit
06/03/2022 00:00,Electricity 3915,1944.73,credit
2023-05-12,Zomato 1444,3533.27,Debit
03/07/2024 00:00,Zomato 8167,669.25,Credit
11-Nov-2022,Gym 2447,3012.47,Debit
04/10/2024 00:00,Electricity 7494,268.59,Debit
2023-09-02,Rent 3024,2241.77,credit
12/24/2023 00:00,Gym 7935,502.45,Debit
2023-07-14,Swiggy 6794,2496.3,credit
2024-04-09,Rent 3401,2083.37,Debit
10/01/2022 00:00,Amazon 9111,1904.09,
07-Dec-2023,Salary 6152,4063.64,Debit
03-Feb-2024,Swiggy 9983,2586.08₹,Debit
05-Mar-2024,Amazon 8912,1366.05,
"September 19, 2022",Amazon 2651,4066.22,Debit
2023-05-02,Amazon 7215,2608.48,credit
03/30/2023 00:00,Swiggy 7289,4877.87,credit
03/19/2023 00:00,Uber 5000,2480.59,debit
09/19/2022 00:00,Electricity 5911,4127.8,Debit
27-Jun-2023,Uber 4551,16.83,Credit
15-Apr-2022,Electricity 3251,1263.69,
16-Dec-2022,Swiggy 5419,157.34,Debit
04/03/2024 00:00,Zomato 2111,2744.99,Debit
03/14/2023 00:00,Electricity 3878,2370.35,Debit
"June 18, 2022",Salary 6615,3794.43,Debit
"January 18, 2024",Swiggy 6719,572.88,credit
25-Feb-2024,Salary 4340,4153.7,Debit
2022-12-09,Electricity 4236,370.12,Credit
08/18/2022 00:00,Zomato 6648,4225.3,Debit
23-Jan-2022,Gym 9915,2760.98₹,credit
2023-11-07,Amazon 3543,465.53,debit
"October 08, 2022",Uber 9860,164.54₹,credit
"June 03, 2023",Electricity 3186,3991.21,credit
23-Dec-2023,Rent 2662,1592.47,Credit
"September 10, 2022",Rent 2940,4726.11₹,credit
2023-02-08,Flipkart 2886,4937.64,Debit
05/13/2022 00:00,Flipkart 8167,4012.61,debit
"October 01, 2022",Gym 5303,3813.93,debit
"September 10, 2023",Salary 7769,3583.07,Credit
2022-08-20,Flipkart 3938,error,Credit
2023-06-29,Electricity 7598,777.43,Credit
03/20/2022 00:00,Swiggy 4980,2027.92,Credit
02/04/2022 00:00,Electricity 1209,4726.57,
10-May-2023,Swiggy 4648,error,Debit
"April 20, 2022",Gym 2941,4104.56₹,
"November 17, 2022",Uber 9110,2064.88,Debit
2023-07-29,Uber 1202,171.55,credit
11/24/2022 00:00,Salary 8442,899.84,Debit
03/19/2024 00:00,Salary 4840,error,
11/21/2023 00:00,Electricity 8350,4077.72,debit
"January 19, 2023",Uber 9326,4142.28₹,credit
30-Dec-2022,Salary 5825,2749.49,Debit
08/20/2022 00:00,Rent 9203,206.81,Debit
08-Sep-2023,Zomato 1181,4092.04₹,
2023-02-18,Salary 1680,2372.71,
"October 21, 2022",Salary 1225,3576.75,debit
01-Jul-2023,Flipkart 8581,3731.35,
2023-12-07,Gym 9480,211.13,credit
06/23/2022 00:00,Electricity 8514,1134.1,debit
01/27/2023 00:00,Rent 4686,4166.24,credit
04/12/2022 00:00,Zomato 8317,2461.95,credit
2024-04-15,Electricity 2160,168.62,Debit
10/20/2022 00:00,Amazon 3917,4796.43,Credit
03/26/2022 00:00,Flipkart 7027,3094.14,
"July 20, 2022",Gym 1181,2003.17,Credit
"November 16, 2023",Rent 9226,4504.71,credit
